Paper_Number,Type_of_salmon,Category,ESB,ESP,Hatchery_fish,Sentence_about_service,Service_in_my_words,Type_of_interaction,CICES_section1,CICES_division1,CICES_group1,CICES_class1,CICES_code1,CICES_section2,CICES_division2,CICES_group2,CICES_class2,CICES_code2,CICES_section3,CICES_division3,CICES_group3,CICES_class3,CICES_code3,EE_domain1,EE_code1,EE_domain2,EE_code2,EE_domain3,EE_code3
89,masu,socio,recreational fisheries,juvenile masu,Yes," ""Recreational fishing for juvenile masu is very popular in Hokkaido because of the traditional food culture as well as a rising interest in masu fishing as a rewarding recreational activity"" (317)","recreation, heritage, materials",Direct,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that are resonant in terms of culture or heritage,3.1.2.3,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,NA,NA,NA,NA,NA,NA
89,masu,socio,commercial fisheries,adult hatchery masu,Yes,"""The contribution of adult hatchery masu salmon to commercial catches was estimated to be 14–26% in Hokkaido (Miyakoshi 2008)."" (318)","profit, materials",Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"coho, chinook",socio,recreational fishery,stocked salmon,Yes,"""Public demands for action, coupled with control of sea lamprey, allowed fishery managers to consider stocking Pacific salmon to control alewife and establish a recreational fishery. This effort was successful, reducing alewife numbers and creating a recreational fishery that is estimated at $7 billion annually."" (495)","profit, culture",Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"coho, chinook",eco,Great Lakes ecosystem,"introduced salmon, esp. Chinook",Yes,"""This strategy worked well in Lakes Huron, Michigan, and Ontario, because the Pacific salmon, especially Chinook salmon, consumed large quantities of alewives, thus reducing alewife populations (Madenjian et al. 2002). By 1984, the biomass of alewives in Lake Michigan was less than 20% of what it had been in 1967 (O’Gorman and Stewart 1999). This shift away from a community dominated by alewife resulted in a more diverse fish community well represented by native fishes during the 1980s and 1990s (Bunnell et al. 2006)."" (496)",restoration (regulation of introduced species),Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Pest and disease control,Pest control (including invasive species),2.2.3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"coho, chinook",socio,charter boat industry,Pacific salmon,Yes," ""The phenomenally popular recreational fishery also led to widespread establishment of a successful charter boat industry for stocked Pacific salmonids."" (496)",profit,Indirect,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"coho, chinook",socio,"Great Lakes states, province of Ontario",industries via stocked salmon,Yes,"""This recreational fishery provided significant economic return to the Great Lakes states and the Province of Ontario."" (496)",profit,Indirect,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,chinook,eco,"walleye, lake trout",Chinook,Yes,"""Lakewide research demonstrated that about 80% of the Chinook salmon population is naturally produced (Johnson et al. 2010), and anglers recognize that stocked Chinook salmon are simply feeding existing predators, especially walleye and lake trout."" (499)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Chinook,eco,smallmouth bass,hatchery juvenile Chinook,Yes,"""Direct predation from smallmouth bass was generally low, with a mean of 11% (range: 0%-25%) across all trials (TAble 4), equating to an average consumption rate of 1.15 juvenile Chinook salmon/predator/day."" (1626)",predation,Direct,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Chinook,eco,soil,hatchery carcasses,Yes,"""Our findings suggest that the release of carcass nutrients to the soil predominantly occurs after decomposition has progressed roughly half way to skeletonization. We observed a respective 6 fold and 40 fold increase, relative to pretreatment values, in soil DOC and DTN (data not shown) between 106 and 299 ADD (Figure 3A and B). This rapid increase in soil DOC and DTN coincided with the period of rapid carcass weight loss or decomposition (Figure 2A and B) and was most likely due to fluid discharge from the carcasses"" (115)",decomposition,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Regulation of soil quality,Decomposition and fixing processes and their effect on soil quality,2.2.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Chinook,eco,fly larvae,hatchery carcasses,Yes,"""The colonization of fly larvae was not impacted as flies readily laid their eggs through the mesh stocking and egg presence on the salmon carcasses was noted on the second calendar day (40ADD)."" (114-5)",nursery,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Chinook,eco,plants and microbes,carcasses via decomposition,Yes,"""The end result is a large increase in soil inorganic N that becomes available for plant and further microbial utilization."" (116)","nutrient provision, decomposition",Indirect,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Regulation of soil quality,Decomposition and fixing processes and their effect on soil quality,2.2.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Chinook,eco,Chinook populations,hatchery Chinook,Yes,"""We found that varying degrees of supplementation over a period of 25 years increased the density of natural-origin adults, on average, by 0–8% relative to nonsupplementation years"" (2115)",nursery,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Not specified,socio,"tribal, commercial, recreational fisheries",hatchery salmon,Yes,"""In the US Pacific Northwest, salmon hatcheries release about 400 million juveniles per year at a cost of roughly $40 million USD (Naish et al. 2008). Many of these fish are produced to meet tribal, commercial, or recreational harvest demands, or to mitigate for habitat loss."" (2116)","profit, rec, heritage; food, fishing activities, com fish",Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that are resonant in terms of culture or heritage,3.1.2.3,Livelihood,Food,Knowledge & Practices,Fishing Activities,Livelihood,Indigenous Commercial Fisheries
108,Not specified,eco,wild salmon returns,hatchery fish,Yes,"""Supplementing wild salmon returns with hatchery fish is another management tool used in the Copper River. In the early 1970s, a hatchery was established in the headwaters of the Gulkana River to mitigate loss of spawning habitat due to road construction. Fertilized eggs are produced from local wild salmon and released as juvenile fish. In 2002-11, the estimated average return of hatchery sockeye salmon was 300000 fish/year and represented 5%-29% of the total returns (Stopha, 2013)."" (213)",nursery pops,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Cutthroat, chinook",eco,resident trout,hatchery carcasses,Yes,"""The trophic basis of production of resident trout was influenced by salmon subsidies through direct consumption of the materials added, and via both aquatic and terrestrial pathways. Across treated streams, trout populations directly consumed 10–24 g·m−2·yr−1 of salmon carcass tissue and <1–11 g·m−2·yr−1 of analog material during the weeks it was available. This consumption accounted for an estimated 3–5% of the carcass material added and 4–11% of analog material added, and fueled 17% and 6% of trout annual production, respectively (Fig. 8)"" (10)",predation,"Direct, indirect",Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Cutthroat, chinook",eco,biofilm,hatchery carcasses,Yes," ""However, 2–6 fold increases in chlorophyll a biomass (Treatment × Time, F3,50 = 7.41, P = 0.0003) and AFDM (Treatment × Time, F3,50 = 3.68, P = 0.0179) were observed in the short term (2–6 weeks) following treatment additions. Short-term increases occurred in 2008–2010 for analog and 2008 and 2009 for carcass treatments (Fig. 2a, b). "" (8)",energy (growth),Unclear,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Cutthroat, chinook",eco,benthic invertebrates,hatchery carcasses,Yes," ""Standing crop biomass of benthic invertebrates doubled after the first year in streams treated with salmon carcasses and was highly variable among streams treated with analog"" (14)",energy (density),Unclear,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Cutthroat, chinook",eco,sculpin and trout,hatchery carcasses,Yes,"""Sculpin production increased through time in two of three streams treated with carcasses..... Nevertheless, our trophic basis calculations indicated that more trout production was attributable to the consumption of sculpin in streams treated with salmon carcasses relative to control streams. To our knowledge, this is the first evidence of increased piscivory through multiple pathways due to salmon-derived subsidies"" (13)",predation,"Direct, indirect",Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Cutthroat, chinook",eco,resident trout,flies via carcasses,Yes," "" Our results indicated that, on average, the allochthonous input of Diptera maggots accounted for 7% of annual trout production when salmon carcasses were present. This pathway did not occur in streams treated with analog because the pellets were not removed from the stream and therefore could not be colonized by flies"" (14)",predation,Indirect,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
